iteration,fitness
0,95.58203125
1,82.4957504272461
2,74.32632446289062
3,61.611412048339844
4,54.279693603515625
5,54.279693603515625
6,54.279693603515625
7,54.279693603515625
8,54.279693603515625
9,54.279693603515625
10,54.279693603515625
11,54.279693603515625
12,54.279693603515625
13,54.107032775878906
14,50.570213317871094
15,48.8072509765625
16,48.8072509765625
17,48.8072509765625
18,48.8072509765625
19,48.8072509765625
20,48.8072509765625
21,48.8072509765625
22,46.85309600830078
23,46.85309600830078
24,46.85309600830078
25,46.85309600830078
26,46.85309600830078
27,46.85309600830078
28,46.17454528808594
29,46.17454528808594
30,46.17454528808594
31,44.886871337890625
32,44.886871337890625
33,44.886871337890625
34,44.886871337890625
35,44.886871337890625
36,44.886871337890625
37,44.886871337890625
38,44.75991439819336
39,44.75991439819336
40,44.75991439819336
41,44.38746643066406
42,44.38746643066406
43,43.974693298339844
44,43.974693298339844
45,43.974693298339844
46,43.974693298339844
47,43.79832077026367
48,43.79832077026367
49,43.79832077026367
50,43.79832077026367
51,43.79832077026367
52,43.71831130981445
53,43.71831130981445
54,43.71831130981445
55,43.663917541503906
56,43.663917541503906
57,43.663917541503906
58,43.663917541503906
59,43.663917541503906
60,43.663917541503906
61,43.663917541503906
62,43.663917541503906
63,43.663917541503906
64,43.663917541503906
65,43.663917541503906
66,43.663917541503906
67,43.66030502319336
68,43.66030502319336
69,43.63258361816406
70,43.63258361816406
71,43.63258361816406
72,43.63258361816406
73,43.63258361816406
74,43.63258361816406
75,43.63258361816406
76,43.63258361816406
77,43.62682342529297
78,43.62682342529297
79,43.62682342529297
80,43.62682342529297
81,43.62648391723633
82,43.595314025878906
83,43.565330505371094
84,43.565330505371094
85,43.565330505371094
86,43.565330505371094
87,43.565330505371094
88,43.565330505371094
89,43.5269775390625
90,43.5269775390625
91,43.522098541259766
92,43.522098541259766
93,43.522098541259766
94,43.522098541259766
95,43.512264251708984
96,43.512264251708984
97,43.512264251708984
98,43.51115417480469
99,43.510841369628906
100,43.50743865966797
101,43.50507354736328
102,43.50324249267578
103,43.50324249267578
104,43.50324249267578
105,43.50324249267578
106,43.50014114379883
107,43.50014114379883
108,43.49887466430664
109,43.49887466430664
110,43.49887466430664
111,43.48650360107422
112,43.48650360107422
113,43.48650360107422
114,43.48650360107422
115,43.48650360107422
116,43.48646545410156
117,43.486175537109375
118,43.486175537109375
119,43.48263931274414
120,43.48263931274414
121,43.48154830932617
122,43.48154830932617
123,43.480438232421875
124,43.480438232421875
125,43.480438232421875
126,43.480438232421875
127,43.48023223876953
128,43.48023223876953
129,43.48023223876953
130,43.47981643676758
131,43.479698181152344
132,43.479530334472656
133,43.47913360595703
134,43.47913360595703
135,43.478939056396484
136,43.478553771972656
137,43.47829818725586
138,43.478111267089844
139,43.47798538208008
140,43.4778938293457
141,43.47773742675781
142,43.47773742675781
143,43.47766876220703
144,43.47740936279297
145,43.47723388671875
146,43.4770393371582
147,43.47697830200195
148,43.4767951965332
149,43.47666549682617
150,43.47666549682617
151,43.47666549682617
152,43.476593017578125
153,43.476593017578125
154,43.476402282714844
155,43.476402282714844
156,43.47626495361328
157,43.476219177246094
158,43.476043701171875
159,43.47591018676758
160,43.47578048706055
161,43.47568893432617
162,43.47491455078125
163,43.47491455078125
164,43.46089172363281
165,43.46089172363281
166,43.46089172363281
167,43.46089172363281
168,43.46089172363281
169,43.46089172363281
170,43.46089172363281
171,43.46089172363281
172,43.45694351196289
173,43.45694351196289
174,43.45694351196289
175,43.45679473876953
176,43.45679473876953
177,43.45679473876953
178,43.45679473876953
179,43.45679473876953
180,43.45679473876953
181,43.45679473876953
182,43.45679473876953
183,43.45679473876953
184,43.45679473876953
185,43.456214904785156
186,43.456214904785156
187,43.456214904785156
188,43.456214904785156
189,43.456214904785156
190,43.45601272583008
191,43.45601272583008
192,43.45586395263672
193,43.45586395263672
194,43.45586395263672
195,43.45586395263672
196,43.45586395263672
197,43.45586395263672
198,43.45586395263672
199,43.45586395263672
